"id","question","sparql","answer"
"159","When were the Luna Gardens completed?","select  ?o    {    <http://dbpedia.org/resource/Luna_Gardens> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1999"
"160","When were the Luna Leederville completed?","select  ?o    {    <http://dbpedia.org/resource/Luna_Leederville> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1927"
"161","When were the Lundbygård completed?","select  ?o    {    <http://dbpedia.org/resource/Lundbygård> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1833 (Ny Oremandsgaard)"
"162","When were the Luneta Hotel completed?","select  ?o    {    <http://dbpedia.org/resource/Luneta_Hotel> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1919"
"163","When were the Lungholm completed?","select  ?o    {    <http://dbpedia.org/resource/Lungholm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1756"
"164","When were the Lunna Holm completed?","select  ?o    {    <http://dbpedia.org/resource/Lunna_Holm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1985"
"165","When were the Luokou Yellow River Railway Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Luokou_Yellow_River_Railway_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","November 16, 1912"
"166","When were the Lurie Biomedical Engineering Center completed?","select  ?o    {    <http://dbpedia.org/resource/Lurie_Biomedical_Engineering_Center> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2006"
"167","When were the Lusted Road Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lusted_Road_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1894"
"168","When were the Lutry Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lutry_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","16th century"
"169","When were the Luxembourg Palace completed?","select  ?o    {    <http://dbpedia.org/resource/Luxembourg_Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1645"
"170","When were the Luzon Building completed?","select  ?o    {    <http://dbpedia.org/resource/Luzon_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","approx. 8 February 1891"
"171","When were the Lviv Theatre of Opera and Ballet completed?","select  ?o    {    <http://dbpedia.org/resource/Lviv_Theatre_of_Opera_and_Ballet> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"172","When were the Lyle H. Fulton Memorial Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lyle_H._Fulton_Memorial_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","March 15, 1971"
"173","When were the Lynde Point Light completed?","select  ?o    {    <http://dbpedia.org/resource/Lynde_Point_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1803 (first)"
"174","When were the Lyndon Baines Johnson Department of Education Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyndon_Baines_Johnson_Department_of_Education_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1961"
"175","When were the Lyne Viaduct completed?","select  ?o    {    <http://dbpedia.org/resource/Lyne_Viaduct> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1863"
"176","When were the Lyngør Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lyngør_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1879"
"177","When were the Lynmouth Foreland Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lynmouth_Foreland_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"178","When were the Lynn Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1868"
"179","When were the Lynn Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1907"
"180","When were the Lynnewood Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lynnewood_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"181","When were the Lyons Demesne completed?","select  ?o    {    <http://dbpedia.org/resource/Lyons_Demesne> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1797"
"182","When were the Lysefjord Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lysefjord_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"183","When were the Lystrup, Faxe Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Lystrup,_Faxe_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1579"
"184","When were the Lytes Cary completed?","select  ?o    {    <http://dbpedia.org/resource/Lytes_Cary> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","19th century"
"185","When were the Lyttelton Road Tunnel Administration Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Road_Tunnel_Administration_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1963-64"
"186","When were the Lyttelton Times Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Times_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1904"
"187","When were the Lågskär Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lågskär_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1840 (first)"
"188","When were the Långe Erik completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Erik> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1845"
"189","When were the Långe Jan completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Jan> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1785"
"190","When were the Lépine Towers completed?","select  ?o    {    <http://dbpedia.org/resource/Lépine_Towers> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2005"
"191","When were the Línea P completed?","select  ?o    {    <http://dbpedia.org/resource/Línea_P> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1944-1948"
"192","When were the López Serrano Building completed?","select  ?o    {    <http://dbpedia.org/resource/López_Serrano_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1932"
"193","When were the Löberöd Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löberöd_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","17th century"
"194","When were the Löwenberg Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenberg_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","15th century"
"195","When were the Löwenburg and Philippsburg completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenburg_and_Philippsburg> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"196","When were the Løve House completed?","select  ?o    {    <http://dbpedia.org/resource/Løve_House> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1757"
"197","When were the Løvenborg, Holbæk Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenborg,_Holbæk_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1630s"
"198","When were the Løvenholm completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenholm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1633"
"199","When were the Lüdao Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lüdao_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1939 (first)"
"200","When were the M&T Bank Building completed?","select  ?o    {    <http://dbpedia.org/resource/M&T_Bank_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1972"
"201","When were the M-Palace completed?","select  ?o    {    <http://dbpedia.org/resource/M-Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"202","Which year was the 620 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/620_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"203","Which year was the 655 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/655_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"204","Which year was the 66 Portland Place completed?","select  ?o    {    <http://dbpedia.org/resource/66_Portland_Place> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1934"
"205","Which year was the 680 N Lake Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/680_N_Lake_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"206","Which year was the 69-71 Bondway completed?","select  ?o    {    <http://dbpedia.org/resource/69-71_Bondway> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2020 (estimate)"
"207","Which year was the 7 Rideau Gate completed?","select  ?o    {    <http://dbpedia.org/resource/7_Rideau_Gate> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1862"
"208","Which year was the 720 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/720_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1928"
"209","Which year was the 810 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/810_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"210","Which year was the 91-93 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/91-93_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
"211","Which year was the 980 Madison Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/980_Madison_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1950"
"212","Which year was the 9–11 East 16th Street completed?","select  ?o    {    <http://dbpedia.org/resource/9–11_East_16th_Street> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
"213","Which year was the APA Building, Melbourne completed?","select  ?o    {    <http://dbpedia.org/resource/APA_Building,_Melbourne> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1889"
"214","Which year was the Lovells Island Range Lights completed?","select  ?o    {    <http://dbpedia.org/resource/Lovells_Island_Range_Lights> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1903"
"215","Which year was the Lovett Tower completed?","select  ?o    {    <http://dbpedia.org/resource/Lovett_Tower> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1973"
"216","Which year was the Low Flight Strip completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Flight_Strip> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1942"
"217","Which year was the Low Head Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Head_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1833"
"218","Which year was the Low Isles Light completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Isles_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1874"
"219","Which year was the Low Light of the Hook of Holland completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Light_of_the_Hook_of_Holland> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1899"
"220","Which year was the Low Point Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Point_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1832 (first)"
"221","Which year was the Lower Barracks completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Barracks> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1796"
"222","Which year was the Lower Dock Street drill hall, Newport completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Dock_Street_drill_hall,_Newport> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1867"
"223","Which year was the Lower Hutt Central Fire Station completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Hutt_Central_Fire_Station> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1955"
"224","Which year was the Lower Huxley Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Huxley_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","15th century"
"225","Which year was the Lower Tüchersfeld Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Tüchersfeld_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"226","Which year was the Lowestoft Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lowestoft_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1676 (third)"
"227","Which year was the Lowry Air Force Base completed?","select  ?o    {    <http://dbpedia.org/resource/Lowry_Air_Force_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1937-1941"
"228","Which year was the Lowville Masonic Temple completed?","select  ?o    {    <http://dbpedia.org/resource/Lowville_Masonic_Temple> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1928"
"229","Which year was the Loyettes Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Loyettes_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1944"
"230","Which year was the Lualualei VLF transmitter completed?","select  ?o    {    <http://dbpedia.org/resource/Lualualei_VLF_transmitter> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1972"
"231","Which year was the Lubec Channel Light completed?","select  ?o    {    <http://dbpedia.org/resource/Lubec_Channel_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1890"
"232","Which year was the Lubomirski Palace Opole Lubelskie completed?","select  ?o    {    <http://dbpedia.org/resource/Lubomirski_Palace_(Opole_Lubelskie)> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1773"
"233","Which year was the Lubomirski Palace, Warsaw completed?","select  ?o    {    <http://dbpedia.org/resource/Lubomirski_Palace,_Warsaw> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","Before 1712"
"234","Which year was the Lucan Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lucan_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1814"
"235","Which year was the Lucens Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lucens_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"236","Which year was the Lucera Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Lucera_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1943"
"237","Which year was the Lucky Knot Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lucky_Knot_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","October 2016"
"238","Which year was the Lucky One Mall completed?","select  ?o    {    <http://dbpedia.org/resource/Lucky_One_Mall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2017"
"239","Which year was the Ludendorff Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Ludendorff_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1919"
"240","Which year was the Ludington Light completed?","select  ?o    {    <http://dbpedia.org/resource/Ludington_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1871"
"241","Which year was the Ludlam's Beach Light completed?","select  ?o    {    <http://dbpedia.org/resource/Ludlam's_Beach_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1885"
"242","Which year was the Ludlow Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Ludlow_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1066–85"
"243","Which year was the Ludwigsburg Palace completed?","select  ?o    {    <http://dbpedia.org/resource/Ludwigsburg_Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1733"
"244","Which year was the Ludza Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Ludza_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1433"
"245","Which year was the Lufkin Air Force Station completed?","select  ?o    {    <http://dbpedia.org/resource/Lufkin_Air_Force_Station> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1957"
"246","Which year was the Luganville Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Luganville_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1943"
"247","Which year was the Luganville Seaplane Base completed?","select  ?o    {    <http://dbpedia.org/resource/Luganville_Seaplane_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1942"
"248","Which year was the Lugard Road completed?","select  ?o    {    <http://dbpedia.org/resource/Lugard_Road> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","March 1921"
"249","Which year was the Luins Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Luins_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","14th century"
"250","Which year was the Lukang Ai Gate completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Ai_Gate> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1839"
"251","Which year was the Lukang Kinmen Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Kinmen_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1805"
"252","Which year was the Lukang Rimao Hang completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Rimao_Hang> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1784"
"253","Which year was the Luke Air Force Base completed?","select  ?o    {    <http://dbpedia.org/resource/Luke_Air_Force_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","(as Luke Field)"
"254","Which year was the Lululaund completed?","select  ?o    {    <http://dbpedia.org/resource/Lululaund> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1894"
"255","Which year was the Lulworth Camp completed?","select  ?o    {    <http://dbpedia.org/resource/Lulworth_Camp> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1918"
"256","Which year was the Lulworth Ranges completed?","select  ?o    {    <http://dbpedia.org/resource/Lulworth_Ranges> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1917"
"257","Which year was the Luma Tower completed?","select  ?o    {    <http://dbpedia.org/resource/Luma_Tower> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1938"
"258","Which year was the Lumbia Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Lumbia_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1930s"
"259","Which year was the Luna Gardens completed?","select  ?o    {    <http://dbpedia.org/resource/Luna_Gardens> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1999"
"260","Which year was the Luna Leederville completed?","select  ?o    {    <http://dbpedia.org/resource/Luna_Leederville> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1927"
"261","Which year was the Lundbygård completed?","select  ?o    {    <http://dbpedia.org/resource/Lundbygård> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1833 (Ny Oremandsgaard)"
"262","Which year was the Luneta Hotel completed?","select  ?o    {    <http://dbpedia.org/resource/Luneta_Hotel> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1919"
"263","Which year was the Lungholm completed?","select  ?o    {    <http://dbpedia.org/resource/Lungholm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1756"
"264","Which year was the Lunna Holm completed?","select  ?o    {    <http://dbpedia.org/resource/Lunna_Holm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1985"
"265","Which year was the Luokou Yellow River Railway Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Luokou_Yellow_River_Railway_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","November 16, 1912"
"266","Which year was the Lurie Biomedical Engineering Center completed?","select  ?o    {    <http://dbpedia.org/resource/Lurie_Biomedical_Engineering_Center> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2006"
"267","Which year was the Lusted Road Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lusted_Road_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1894"
"268","Which year was the Lutry Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lutry_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","16th century"
"269","Which year was the Luxembourg Palace completed?","select  ?o    {    <http://dbpedia.org/resource/Luxembourg_Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1645"
"270","Which year was the Luzon Building completed?","select  ?o    {    <http://dbpedia.org/resource/Luzon_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","approx. 8 February 1891"
"271","Which year was the Lviv Theatre of Opera and Ballet completed?","select  ?o    {    <http://dbpedia.org/resource/Lviv_Theatre_of_Opera_and_Ballet> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"272","Which year was the Lyle H. Fulton Memorial Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lyle_H._Fulton_Memorial_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","March 15, 1971"
"273","Which year was the Lynde Point Light completed?","select  ?o    {    <http://dbpedia.org/resource/Lynde_Point_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1803 (first)"
"274","Which year was the Lyndon Baines Johnson Department of Education Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyndon_Baines_Johnson_Department_of_Education_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1961"
"275","Which year was the Lyne Viaduct completed?","select  ?o    {    <http://dbpedia.org/resource/Lyne_Viaduct> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1863"
"276","Which year was the Lyngør Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lyngør_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1879"
"277","Which year was the Lynmouth Foreland Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lynmouth_Foreland_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"278","Which year was the Lynn Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1868"
"279","Which year was the Lynn Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1907"
"280","Which year was the Lynnewood Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lynnewood_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"281","Which year was the Lyons Demesne completed?","select  ?o    {    <http://dbpedia.org/resource/Lyons_Demesne> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1797"
"282","Which year was the Lysefjord Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lysefjord_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"283","Which year was the Lystrup, Faxe Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Lystrup,_Faxe_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1579"
"284","Which year was the Lytes Cary completed?","select  ?o    {    <http://dbpedia.org/resource/Lytes_Cary> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","19th century"
"285","Which year was the Lyttelton Road Tunnel Administration Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Road_Tunnel_Administration_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1963-64"
"286","Which year was the Lyttelton Times Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Times_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1904"
"287","Which year was the Lågskär Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lågskär_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1840 (first)"
"288","Which year was the Långe Erik completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Erik> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1845"
"289","Which year was the Långe Jan completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Jan> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1785"
"290","Which year was the Lépine Towers completed?","select  ?o    {    <http://dbpedia.org/resource/Lépine_Towers> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2005"
"291","Which year was the Línea P completed?","select  ?o    {    <http://dbpedia.org/resource/Línea_P> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1944-1948"
"292","Which year was the López Serrano Building completed?","select  ?o    {    <http://dbpedia.org/resource/López_Serrano_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1932"
"293","Which year was the Löberöd Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löberöd_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","17th century"
"294","Which year was the Löwenberg Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenberg_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","15th century"
"295","Which year was the Löwenburg and Philippsburg completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenburg_and_Philippsburg> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"296","Which year was the Løve House completed?","select  ?o    {    <http://dbpedia.org/resource/Løve_House> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1757"
"297","Which year was the Løvenborg, Holbæk Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenborg,_Holbæk_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1630s"
"298","Which year was the Løvenholm completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenholm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1633"
"299","Which year was the Lüdao Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lüdao_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1939 (first)"
"300","Which year was the M&T Bank Building completed?","select  ?o    {    <http://dbpedia.org/resource/M&T_Bank_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1972"
"301","Which year was the M-Palace completed?","select  ?o    {    <http://dbpedia.org/resource/M-Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"302","Which year were the 620 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/620_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"303","Which year were the 655 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/655_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"304","Which year were the 66 Portland Place completed?","select  ?o    {    <http://dbpedia.org/resource/66_Portland_Place> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1934"
"305","Which year were the 680 N Lake Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/680_N_Lake_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"306","Which year were the 69-71 Bondway completed?","select  ?o    {    <http://dbpedia.org/resource/69-71_Bondway> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2020 (estimate)"
"307","Which year were the 7 Rideau Gate completed?","select  ?o    {    <http://dbpedia.org/resource/7_Rideau_Gate> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1862"
"308","Which year were the 720 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/720_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1928"
"309","Which year were the 810 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/810_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"310","Which year were the 91-93 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/91-93_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
"311","Which year were the 980 Madison Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/980_Madison_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1950"
"312","Which year were the 9–11 East 16th Street completed?","select  ?o    {    <http://dbpedia.org/resource/9–11_East_16th_Street> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
